"","V1","V2"
"2457",1380221760,68
"2454",1380225360,69.1
"2460",1380228960,68
"2452",1380232560,66.9
"2450",1380236160,66
"2448",1380239760,64.9
"2446",1380243360,63
"2444",1380246960,60.1
"2442",1380250560,59
"2440",1380254160,59
"2438",1380257760,57.9
"2458",1380261360,60.1
"2456",1380264960,57.9
"2431",1380268560,57.9
"2437",1380272160,57.9
"2429",1380275760,55
"2426",1380279360,54
"2424",1380282960,55.9
"2422",1380286560,55.9
"2420",1380290160,60.1
"2418",1380293760,64
"2416",1380297360,64.9
"2414",1380300960,66.9
"2435",1380304560,68
"2433",1380308160,71.1
"2430",1380311760,73
"2436",1380315360,73.9
"2428",1380318960,77
"2427",1380319980,75.2
"2425",1380322560,72
"2423",1380326160,71.1
"2421",1380329760,70
"2419",1380333360,66.9
"2417",1380336960,63
"2415",1380340560,60.1
"2413",1380344160,57.9
"2434",1380347760,57.9
"2432",1380351360,57
"2406",1380354960,55.9
"2412",1380358560,55.9
"2403",1380362160,55
"2401",1380365760,55
"2399",1380369360,53.1
"2397",1380372960,53.1
"2395",1380376560,54
"2393",1380380160,57
"2391",1380383760,62.1
"2389",1380387360,64.9
"2410",1380390960,66
"2408",1380394560,69.1
"2405",1380398160,71.1
"2411",1380401760,72
"2404",1380404700,75.2
"2402",1380405360,73
"2400",1380408960,72
"2398",1380412560,68
"2396",1380416160,66
"2394",1380419760,63
"2392",1380423360,62.1
"2390",1380426960,60.1
"2388",1380430560,60.1
"2409",1380434160,61
"2407",1380437760,61
"2381",1380441360,60.1
"2387",1380444960,59
"2379",1380448560,59
"2377",1380452160,59
"2375",1380453660,59
"2374",1380455760,57.9
"2372",1380459360,57
"2370",1380462960,57.9
"2368",1380466560,59
"2366",1380470160,63
"2364",1380473760,66
"2385",1380477360,69.1
"2383",1380480960,68
"2380",1380484560,70
"2386",1380488160,72
"2378",1380491760,73.9
"2376",1380495360,73
"2373",1380498960,71.1
"2371",1380502560,70
"2369",1380506160,66.9
"2367",1380509760,66.9
"2365",1380513360,66.9
"2363",1380516960,66.9
"2384",1380520560,66.9
"2382",1380524160,66.9
"2356",1380527760,66
"2362",1380531360,66
"2353",1380534960,66
"2351",1380538560,64.9
"2349",1380542160,66
"2347",1380545760,64.9
"2345",1380549360,64.9
"2342",1380552960,64.9
"2340",1380556560,66.9
"2338",1380560160,68
"2360",1380563760,68
"2358",1380567360,68
"2355",1380570960,70
"2361",1380574560,72
"2354",1380577920,73.4
"2352",1380578160,72
"2350",1380581760,71.1
"2348",1380585360,69.1
"2346",1380588960,70
"2344",1380592560,63
"2343",1380592860,62.6
"2341",1380596160,62.1
"2339",1380599760,61
"2337",1380603360,61
"2359",1380606960,61
"2357",1380610560,59
"2330",1380614160,59
"2336",1380617760,57.9
"2328",1380621360,57.9
"2326",1380624960,57
"2324",1380628560,57
"2322",1380632160,57
"2320",1380635760,57
"2318",1380639360,57
"2316",1380642960,57.9
"2314",1380646560,61
"2334",1380650160,63
"2332",1380653760,66
"2329",1380657360,68
"2335",1380660960,68
"2327",1380664560,66.9
"2325",1380668160,66.9
"2323",1380671760,66.9
"2321",1380675360,64
"2319",1380678960,61
"2317",1380682560,60.1
"2315",1380686160,59
"2313",1380689760,57.9
"2333",1380693360,57.9
"2331",1380696960,57
"2306",1380700560,55.9
"2312",1380704160,55.9
"2304",1380707760,55.9
"2302",1380711360,55.9
"2300",1380714960,55
"2298",1380718560,55
"2296",1380722160,55.9
"2294",1380725760,57
"2292",1380729360,57.9
"2290",1380732960,62.1
"2310",1380736560,64
"2308",1380740160,66.9
"2305",1380743760,68
"2311",1380747360,66.9
"2303",1380750960,66.9
"2301",1380754560,64.9
"2299",1380758160,64
"2297",1380761760,61
"2295",1380765360,59
"2293",1380768960,57
"2291",1380772560,57
"2289",1380776160,57
"2309",1380779760,57
"2307",1380783360,55.9
"2281",1380786960,55.9
"2287",1380790560,55
"2279",1380794160,55
"2277",1380797760,54
"2275",1380801360,54
"2273",1380804960,54
"2271",1380808560,55
"2269",1380812160,55.9
"2267",1380815760,60.1
"2266",1380819360,63
"2285",1380822960,64.9
"2283",1380826560,66.9
"2280",1380830160,68
"2288",1380831900,69.8
"2286",1380833760,69.1
"2278",1380837360,68
"2276",1380840960,68
"2274",1380844560,66.9
"2272",1380848160,64.9
"2270",1380851760,63
"2268",1380855360,63
"2265",1380862560,70
"2284",1380866160,70
"2282",1380869760,69.1
"2258",1380873360,69.1
"2264",1380876960,68
"2256",1380880560,68
"2254",1380884160,66.9
"2252",1380887760,66
"2250",1380891360,66
"2248",1380894960,64.9
"2246",1380898560,66
"2244",1380902160,66.9
"2242",1380905760,69.1
"2262",1380909360,71.1
"2260",1380912960,72
"2257",1380916560,73.9
"2263",1380920160,73
"2255",1380923760,75
"2253",1380927360,75
"2251",1380930960,75
"2249",1380934560,73
"2247",1380938160,71.1
"2245",1380941760,69.1
"2243",1380945360,70
"2241",1380948960,66
"2261",1380952560,66
"2259",1380956160,64
"2234",1380959760,62.1
"2240",1380963360,64.9
"2232",1380966960,63
"2230",1380970560,63
"2228",1380974160,64
"2226",1380977760,63
"2224",1380981360,61
"2222",1380984960,62.1
"2220",1380988560,68
"2218",1380992160,71.1
"2238",1380995760,73
"2236",1380999360,75.9
"2233",1381002960,78.1
"2239",1381006560,78.1
"2231",1381010160,78.1
"2229",1381013760,78.1
"2227",1381017360,77
"2225",1381020960,73
"2223",1381024560,75.9
"2221",1381028160,73
"2219",1381031760,72
"2217",1381035360,70
"2237",1381038960,68
"2235",1381042560,63
"2210",1381046160,63
"2216",1381049760,63
"2208",1381053360,64.9
"2206",1381056960,64
"2204",1381060560,57.9
"2202",1381064160,57
"2200",1381067760,55.9
"2198",1381071360,60.1
"2196",1381074960,64.9
"2194",1381078560,66
"2214",1381082160,66
"2212",1381085760,69.1
"2209",1381089360,71.1
"2215",1381092960,73
"2207",1381096560,73
"2205",1381100160,75.9
"2203",1381103760,82
"2201",1381107360,78.1
"2199",1381110960,75.9
"2197",1381114560,70.9
"2195",1381118160,70
"2193",1381121760,69.1
"2213",1381125360,64.9
"2211",1381128960,63
"2185",1381132560,64
"2191",1381136160,64
"2183",1381139760,62.1
"2181",1381143360,59
"2179",1381146960,57.9
"2177",1381150560,57.9
"2175",1381154160,57
"2173",1381157760,60.1
"2171",1381161360,66
"2169",1381164960,68
"2189",1381168560,68
"2187",1381172160,70
"2184",1381175760,72
"2192",1381178280,77
"2190",1381179360,78.1
"2182",1381182960,78.1
"2180",1381186560,75.9
"2178",1381190160,70
"2176",1381193760,64.9
"2174",1381197360,63
"2172",1381200960,61
"2170",1381204560,59
"2168",1381208160,57.9
"2188",1381211760,57
"2186",1381215360,57
"2161",1381218960,57
"2167",1381222560,55.9
"2159",1381226160,55
"2157",1381229760,55
"2155",1381233360,55
"2153",1381236960,52
"2151",1381240560,53.1
"2149",1381244160,54
"2147",1381247760,59
"2145",1381251360,62.1
"2165",1381254960,66
"2163",1381258560,66.9
"2160",1381262160,66.9
"2166",1381265760,72
"2158",1381269360,66.9
"2156",1381272960,64.9
"2154",1381276560,64.9
"2152",1381280160,59
"2150",1381283760,57
"2148",1381287360,57
"2146",1381290960,55.9
"2144",1381294560,55.9
"2164",1381298160,55.9
"2162",1381301760,55
"2136",1381305360,54
"2143",1381308960,54
"2134",1381312560,53.1
"2132",1381316160,54
"2130",1381319760,53.1
"2128",1381323360,52
"2126",1381326960,53.1
"2124",1381330560,53.1
"2122",1381334160,57
"2120",1381337760,59
"2141",1381338600,59
"2140",1381341360,60.1
"2138",1381344960,62.1
"2135",1381348560,63
"2142",1381352160,64
"2133",1381355760,66.9
"2131",1381359360,66
"2129",1381362960,66
"2127",1381366560,64.9
"2125",1381370160,62.1
"2123",1381373760,59
"2121",1381377360,59
"2119",1381380960,57.9
"2139",1381384560,57
"2137",1381388160,55.9
"2112",1381391760,55
"2118",1381395360,55
"2110",1381398960,59
"2108",1381402560,54
"2106",1381406160,53.1
"2104",1381409760,53.1
"2102",1381413360,54
"2100",1381416960,54
"2098",1381420560,57.9
"2096",1381424160,61
"2116",1381427760,63
"2114",1381431360,64.9
"2111",1381434960,66
"2117",1381438560,68
"2109",1381442160,68
"2107",1381445760,68
"2105",1381449360,69.1
"2103",1381452960,64
"2101",1381456560,59
"2099",1381460160,57
"2097",1381463760,55
"2095",1381467360,55
"2115",1381470960,55
"2113",1381474560,54
"2088",1381478160,53.1
"2094",1381481760,53.1
"2086",1381485360,53.1
"2084",1381487340,51.8
"2083",1381488960,53.1
"2081",1381492560,53.1
"2079",1381496160,53.1
"2076",1381499760,52
"2073",1381503360,54
"2071",1381506960,55
"2069",1381510560,57
"2092",1381514160,57.9
"2090",1381517760,61
"2087",1381521360,62.1
"2093",1381524960,63
"2085",1381528560,60.1
"2082",1381532160,57.9
"2080",1381535760,57.9
"2078",1381539360,54
"2077",1381542540,53.6
"2075",1381542960,54
"2074",1381544880,53.6
"2072",1381546560,53.1
"2070",1381550160,52
"2068",1381553760,52
"2091",1381557360,51.1
"2089",1381560960,51.1
"2060",1381564560,51.1
"2067",1381568160,51.1
"2058",1381571760,51.1
"2056",1381575120,48.2
"2055",1381575360,48.9
"2053",1381578960,48
"2051",1381582560,48.9
"2049",1381586160,51.1
"2047",1381588200,50
"2046",1381588500,50
"2045",1381588620,50
"2044",1381589220,50
"2043",1381589760,50
"2041",1381590480,50
"2040",1381591140,50
"2039",1381592460,50
"2038",1381593360,51.1
"2036",1381596960,52
"2065",1381599900,53.6
"2064",1381600560,55
"2062",1381604160,55.9
"2059",1381607760,59
"2066",1381611360,61
"2057",1381614960,63
"2054",1381618560,60.1
"2052",1381622160,59
"2050",1381625760,59
"2048",1381629360,57.9
"2042",1381632960,57.9
"2037",1381636560,57
"2035",1381640160,55.9
"2063",1381643760,55.9
"2061",1381647360,57
"2028",1381650960,55.9
"2034",1381654560,55
"2026",1381658160,54
"2024",1381661760,53.1
"2022",1381665360,53.1
"2020",1381668960,52
"2018",1381672560,52
"2016",1381676160,51.1
"2014",1381679760,55
"2012",1381683360,59
"2032",1381686960,61
"2030",1381690560,63
"2027",1381694160,66
"2033",1381697760,71.1
"2025",1381701360,72
"2023",1381704960,71.1
"2021",1381708560,68
"2019",1381712160,64
"2017",1381715760,61
"2015",1381719360,59
"2013",1381722960,55.9
"2011",1381726560,55
"2031",1381730160,57
"2029",1381733760,57
"2004",1381737360,55
"2010",1381740960,54
"2002",1381744560,53.1
"2000",1381748160,52
"1998",1381751760,51.1
"1996",1381755360,52
"1994",1381758960,52
"1992",1381762560,54
"1990",1381766160,59
"1988",1381769760,62.1
"2008",1381773360,64.9
"2006",1381776960,69.1
"2003",1381780560,73
"2009",1381784160,73.9
"2001",1381787760,75
"1999",1381791360,75
"1997",1381794960,73
"1995",1381798560,70
"1993",1381802160,66.9
"1991",1381805760,66
"1989",1381809360,64
"1987",1381812960,63
"2007",1381816560,63
"2005",1381820160,61
"1980",1381823760,59
"1986",1381827360,57
"1978",1381830960,57.9
"1976",1381834560,54
"1974",1381838160,54
"1972",1381841760,53.1
"1970",1381845360,55
"1968",1381848960,55.9
"1966",1381852560,61
"1964",1381856160,64.9
"1984",1381859760,69.1
"1982",1381863360,71.1
"1979",1381866960,75
"1985",1381870560,75.9
"1977",1381874160,78.1
"1975",1381877760,80.1
"1973",1381881360,75.9
"1971",1381884960,72
"1969",1381888560,68
"1967",1381892160,66.9
"1965",1381895760,66
"1963",1381899360,66
"1983",1381902960,64
"1981",1381906560,61
"1956",1381910160,60.1
"1962",1381913760,57.9
"1954",1381917360,55.9
"1952",1381920960,55.9
"1950",1381924560,55.9
"1948",1381928160,54
"1946",1381931760,54
"1944",1381935360,55.9
"1942",1381938960,62.1
"1940",1381942560,64.9
"1960",1381946160,66.9
"1958",1381949760,68
"1955",1381953360,71.1
"1961",1381956960,72
"1953",1381960560,72
"1951",1381964160,73
"1949",1381967760,80.1
"1947",1381971360,79
"1945",1381974960,72
"1943",1381978560,69.1
"1941",1381982160,66
"1939",1381985760,66
"1959",1381989360,64.9
"1957",1381992960,62.1
"1932",1381996560,61
"1938",1382000160,60.1
"1930",1382003760,60.1
"1928",1382007360,55.9
"1926",1382010960,55
"1924",1382014560,54
"1922",1382018160,55.9
"1920",1382021760,57
"1918",1382025360,63
"1916",1382028960,64.9
"1936",1382032560,66
"1934",1382036160,66.9
"1931",1382039760,69.1
"1937",1382043360,70
"1929",1382046960,73
"1927",1382050560,79
"1925",1382054160,79
"1923",1382057760,70
"1921",1382061360,64.9
"1919",1382064960,64.9
"1917",1382068560,61
"1915",1382072160,60.1
"1935",1382075760,57.9
"1933",1382079360,57
"1908",1382082960,55
"1914",1382086560,54
"1906",1382090160,53.1
"1904",1382093760,52
"1902",1382097360,51.1
"1900",1382100960,51.1
"1898",1382104560,51.1
"1896",1382105760,51.8
"1895",1382108160,52
"1893",1382111760,55.9
"1891",1382115360,61
"1912",1382118960,63
"1910",1382122560,64.9
"1907",1382126160,66
"1913",1382129760,66
"1905",1382133360,64.9
"1903",1382136960,63
"1901",1382140560,61
"1899",1382144160,57
"1897",1382147760,55
"1894",1382151360,54
"1892",1382154960,53.1
"1890",1382158560,52
"1911",1382162160,52
"1909",1382165760,51.1
"1883",1382169360,51.1
"1889",1382172960,51.1
"1881",1382176080,51.8
"1880",1382176560,50
"1878",1382180160,50
"1876",1382183760,50
"1874",1382187360,50
"1872",1382190960,50
"1870",1382194560,50
"1868",1382198160,54
"1866",1382201760,59
"1887",1382205360,62.1
"1885",1382208960,64
"1882",1382212560,66
"1888",1382216160,68
"1879",1382219760,71.1
"1877",1382223360,71.1
"1875",1382226960,66.9
"1873",1382230560,61
"1871",1382234160,57.9
"1869",1382237760,57
"1867",1382241360,55
"1865",1382244960,54
"1886",1382248560,53.1
"1884",1382252160,52
"1856",1382255760,52
"1863",1382258400,51.8
"1862",1382259360,51.1
"1854",1382262960,51.1
"1852",1382266560,51.1
"1850",1382270160,50
"1848",1382273760,50
"1846",1382274840,50
"1845",1382276280,48.2
"1844",1382276880,48.2
"1843",1382277360,48.9
"1841",1382278800,48.2
"1840",1382279040,48.2
"1839",1382279700,48.2
"1838",1382280120,48.2
"1837",1382280960,48.9
"1835",1382282820,50
"1834",1382283180,50
"1833",1382284560,51.1
"1831",1382288160,57
"1860",1382291760,59
"1858",1382295360,60.1
"1855",1382298960,63
"1864",1382299800,62.6
"1861",1382302560,63
"1853",1382306160,61
"1851",1382309760,62.1
"1849",1382313360,57
"1847",1382316960,55
"1842",1382320560,53.1
"1836",1382324160,52
"1832",1382327760,50
"1830",1382331360,51.1
"1859",1382334960,50
"1857",1382338560,50
"1821",1382342160,50
"1829",1382345760,50
"1819",1382349360,48.9
"1817",1382351760,50
"1815",1382352960,50
"1813",1382354940,48.2
"1812",1382356560,48
"1810",1382359620,48.2
"1809",1382360160,48
"1807",1382363760,48.9
"1805",1382367360,48.9
"1803",1382370960,50
"1801",1382374560,51.1
"1827",1382377740,51.8
"1826",1382378160,53.1
"1824",1382379420,53.6
"1823",1382381760,55.9
"1820",1382385360,59
"1828",1382388960,59
"1818",1382392560,57.9
"1816",1382395980,57.2
"1814",1382396160,57
"1811",1382399760,55.9
"1808",1382403360,53.1
"1806",1382406960,51.1
"1804",1382410560,51.1
"1802",1382414160,50
"1800",1382417760,50
"1825",1382421360,48.9
"1822",1382424960,48.9
"1790",1382428560,48
"1799",1382429160,48.2
"1798",1382430000,48.2
"1797",1382432160,48
"1788",1382433240,48.2
"1787",1382433960,48.2
"1786",1382435760,48
"1784",1382439360,48
"1782",1382442960,48.9
"1780",1382446080,46.4
"1779",1382446560,46.9
"1777",1382450160,48
"1775",1382451000,48.2
"1774",1382453760,48.9
"1772",1382455260,48.2
"1771",1382457360,48.9
"1769",1382460540,50
"1768",1382460960,50
"1795",1382464560,53.1
"1793",1382466900,55.4
"1792",1382468160,57
"1789",1382471760,59
"1796",1382475360,63
"1785",1382478960,60.1
"1783",1382482560,57.9
"1781",1382486160,55.9
"1778",1382489760,53.1
"1776",1382493360,51.1
"1773",1382496960,52
"1770",1382500560,51.1
"1767",1382504160,51.1
"1794",1382507760,51.1
"1791",1382511360,51.1
"1759",1382514000,51.8
"1757",1382514960,50
"1766",1382515380,51.8
"1765",1382518560,51.1
"1755",1382519460,50
"1754",1382521560,50
"1753",1382522160,50
"1751",1382525760,50
"1749",1382529360,50
"1747",1382532960,50
"1745",1382536560,50
"1743",1382540160,50
"1740",1382543760,50
"1738",1382547360,51.1
"1763",1382550960,52
"1761",1382554560,54
"1758",1382557680,55.4
"1756",1382558160,57
"1764",1382561760,60.1
"1752",1382565360,57.9
"1750",1382568960,57.9
"1748",1382572560,55.9
"1746",1382576160,54
"1744",1382579760,53.1
"1742",1382583360,53.1
"1741",1382585220,53.6
"1739",1382586960,53.1
"1737",1382590560,53.1
"1762",1382594160,54
"1760",1382597760,54
"1730",1382601360,53.1
"1736",1382604960,53.1
"1727",1382608560,53.1
"1725",1382612160,53.1
"1723",1382615760,53.1
"1721",1382619360,53.1
"1719",1382622960,53.1
"1717",1382626560,53.1
"1715",1382630160,53.1
"1713",1382633760,53.1
"1734",1382637360,54
"1732",1382640960,55
"1729",1382644560,55.9
"1735",1382648160,57
"1728",1382651220,59
"1726",1382651760,57.9
"1724",1382655360,59
"1722",1382658960,59
"1720",1382662560,57
"1718",1382666160,55
"1716",1382669760,55
"1714",1382673360,55
"1712",1382676960,55
"1733",1382680560,55
"1731",1382684160,54
"1704",1382687760,53.1
"1711",1382688780,53.6
"1710",1382691360,55
"1702",1382693220,53.6
"1701",1382694960,53.1
"1699",1382697000,53.6
"1698",1382698560,53.1
"1696",1382701740,51.8
"1695",1382702160,52
"1693",1382705760,50
"1691",1382709360,51.1
"1689",1382712960,51.1
"1687",1382716560,54
"1685",1382720160,57
"1708",1382723760,57.9
"1706",1382727360,59
"1703",1382730960,62.1
"1709",1382734560,66
"1700",1382738160,64.9
"1697",1382741760,62.1
"1694",1382745360,63
"1692",1382748960,61
"1690",1382752560,59
"1688",1382756160,57.9
"1686",1382759760,55.9
"1684",1382763360,55.9
"1707",1382766960,55
"1705",1382770560,55
"1677",1382774160,54
"1683",1382777760,54
"1675",1382781360,53.1
"1673",1382784960,51.1
"1671",1382788560,51.1
"1669",1382792160,50
"1667",1382795760,50
"1665",1382797980,50
"1664",1382799360,50
"1662",1382802960,53.1
"1660",1382806560,57.9
"1681",1382810160,59
"1679",1382813760,61
"1676",1382817360,63
"1682",1382820960,64.9
"1674",1382824560,70
"1672",1382828160,69.1
"1670",1382831760,62.1
"1668",1382835360,55.9
"1666",1382838960,55.9
"1663",1382842560,54
"1661",1382846160,53.1
"1659",1382849760,52
"1680",1382853360,52
"1678",1382856960,51.1
"1650",1382860560,51.1
"1658",1382864160,51.1
"1648",1382867760,51.1
"1646",1382871360,51.1
"1644",1382873640,51.8
"1643",1382874960,51.1
"1641",1382878560,51.1
"1639",1382882160,52
"1637",1382885760,52
"1635",1382889360,53.1
"1632",1382892960,55
"1656",1382895420,55.4
"1655",1382896560,55.9
"1652",1382900160,59
"1649",1382903760,59
"1657",1382907360,57.9
"1647",1382910960,57.9
"1645",1382914560,57
"1642",1382918160,57
"1640",1382921760,55.9
"1638",1382925360,55.9
"1636",1382928960,55.9
"1634",1382932560,55.9
"1633",1382934720,55.4
"1631",1382936160,55.9
"1654",1382939760,55.9
"1653",1382940780,55.4
"1651",1382943360,55
"1623",1382946960,55
"1630",1382948100,53.6
"1629",1382950560,54
"1621",1382952300,53.6
"1620",1382954160,53.1
"1618",1382956140,53.6
"1617",1382957760,53.1
"1615",1382960820,53.6
"1614",1382961360,54
"1611",1382964960,53.1
"1609",1382968560,52
"1607",1382972160,52
"1604",1382975760,54
"1602",1382979360,55.9
"1627",1382982960,57.9
"1625",1382986560,60.1
"1622",1382990160,60.1
"1628",1382993760,60.1
"1619",1382997360,60.1
"1616",1383000960,57.9
"1613",1383004560,57.9
"1612",1383007260,57.2
"1610",1383008160,57
"1608",1383011760,57
"1606",1383015360,57
"1605",1383017940,57.2
"1603",1383018960,57
"1601",1383022560,57
"1626",1383026160,57
"1624",1383029760,55.9
"1594",1383033360,57
"1600",1383036960,55
"1592",1383040560,54
"1590",1383044160,53.1
"1588",1383047760,54
"1586",1383050520,55.4
"1585",1383051360,55
"1583",1383054960,54
"1581",1383058560,53.1
"1579",1383062160,55.9
"1577",1383065760,57.9
"1598",1383069360,59
"1596",1383072960,60.1
"1593",1383076560,62.1
"1599",1383080160,61
"1591",1383083760,62.1
"1589",1383087360,60.1
"1587",1383090960,60.1
"1584",1383094560,57.9
"1582",1383098160,55.9
"1580",1383101760,54
"1578",1383105360,54
"1576",1383108960,53.1
"1597",1383112560,53.1
"1595",1383116160,53.1
"1569",1383119760,52
"1575",1383123360,51.1
"1567",1383126960,50
"1565",1383130560,48
"1563",1383134160,48
"1561",1383137760,48
"1559",1383141360,48
"1557",1383144960,50
"1555",1383148560,52
"1553",1383152160,55.9
"1573",1383155760,55.9
"1571",1383159360,57.9
"1568",1383162960,60.1
"1574",1383166560,62.1
"1566",1383170160,64
"1564",1383173760,64.9
"1562",1383177360,62.1
"1560",1383180960,57.9
"1558",1383184560,55.9
"1556",1383188160,55.9
"1554",1383191760,55.9
"1552",1383195360,54
"1572",1383198960,54
"1570",1383202560,52
"1545",1383206160,51.1
"1551",1383209760,52
"1543",1383213360,48.9
"1541",1383216960,50
"1539",1383220560,50
"1537",1383224160,50
"1535",1383227760,48.9
"1533",1383231360,50
"1531",1383234960,54
"1529",1383238560,57
"1549",1383242160,57.9
"1547",1383245760,60.1
"1544",1383249360,62.1
"1550",1383252960,63
"1542",1383256560,64.9
"1540",1383260160,70
"1538",1383263760,68
"1536",1383267360,63
"1534",1383270960,60.1
"1532",1383274560,59
"1530",1383278160,59
"1528",1383281760,57.9
"1548",1383285360,57
"1546",1383288960,57
"1521",1383292560,55
"1527",1383296160,53.1
"1519",1383299760,53.1
"1517",1383303360,53.1
"1515",1383306960,51.1
"1513",1383310560,51.1
"1511",1383314160,51.1
"1509",1383317760,53.1
"1507",1383321360,57
"1505",1383324960,59
"1525",1383328560,61
"1523",1383332160,64
"1520",1383335760,66.9
"1526",1383339360,69.1
"1518",1383342960,72
"1516",1383346560,70
"1514",1383350160,66.9
"1512",1383353760,66
"1510",1383357360,64
"1508",1383360960,63
"1506",1383364560,64
"1504",1383368160,61
"1524",1383371760,61
"1522",1383375360,57.9
"1497",1383378960,57
"1503",1383382560,55.9
"1495",1383386160,54
"1493",1383389760,53.1
"1491",1383392760,53.6
"1490",1383393360,52
"1488",1383396960,51.1
"1486",1383400560,51.1
"1484",1383402960,51.8
"1483",1383404160,51.1
"1481",1383405060,51.8
"1480",1383407760,52
"1478",1383411360,54
"1501",1383414960,55
"1499",1383418560,55.9
"1496",1383422160,59
"1502",1383425760,62.1
"1494",1383429360,61
"1492",1383432960,63
"1489",1383436560,60.1
"1487",1383440160,59
"1485",1383443760,57
"1482",1383447360,55.9
"1479",1383450960,55.9
"1477",1383454560,55.9
"1500",1383458160,55
"1498",1383461760,54
"1470",1383465360,53.1
"1475",1383468960,51.1
"1476",1383468960,53.1
"1468",1383476160,52
"1466",1383479760,50
"1464",1383483360,50
"1462",1383486960,46.9
"1460",1383490560,48
"1458",1383494160,54
"1456",1383497760,57
"1454",1383501360,59
"1473",1383504960,62.1
"1471",1383508560,61
"1469",1383512160,63
"1474",1383515760,61
"1467",1383519360,61
"1465",1383522960,57.9
"1463",1383526560,57
"1461",1383530160,55.9
"1459",1383533760,55.9
"1457",1383537360,55
"1455",1383540960,54
"1453",1383544560,53.1
"1472",1383548160,53.1
"1446",1383555360,51.1
"1452",1383558960,50
"1444",1383562560,50
"1442",1383566160,48.9
"1440",1383569760,45
"1438",1383573360,46.9
"1436",1383576960,46.9
"1434",1383580560,53.1
"1432",1383584160,55.9
"1430",1383587760,59
"1450",1383591360,60.1
"1448",1383594960,62.1
"1445",1383598560,64
"1451",1383602160,64.9
"1443",1383605760,64.9
"1441",1383609360,62.1
"1439",1383612960,60.1
"1437",1383616560,59
"1435",1383620160,59
"1433",1383623760,59
"1431",1383627360,57
"1429",1383630960,57.9
"1449",1383634560,59
"1447",1383638160,61
"1422",1383641760,63
"1428",1383645360,59
"1420",1383648960,60.1
"1418",1383652560,53.1
"1416",1383656160,51.1
"1414",1383659760,52
"1412",1383663360,51.1
"1410",1383666960,57
"1408",1383670560,61
"1406",1383674160,63
"1426",1383677760,64
"1424",1383681360,69.1
"1421",1383684960,71.1
"1427",1383688560,70
"1419",1383692160,69.1
"1417",1383695760,66.9
"1415",1383699360,64.9
"1413",1383702960,64
"1411",1383706560,60.1
"1409",1383710160,60.1
"1407",1383713760,57.9
"1405",1383717360,57.9
"1425",1383720960,55.9
"1423",1383724560,54
"1398",1383728160,55.9
"1404",1383731760,53.1
"1396",1383735360,53.1
"1394",1383738960,53.1
"1392",1383742560,53.1
"1390",1383746160,52
"1388",1383749760,53.1
"1386",1383753360,57
"1384",1383756960,60.1
"1382",1383760560,60.1
"1402",1383764160,62.1
"1400",1383767760,64
"1397",1383771360,64.9
"1403",1383774960,66.9
"1395",1383778560,69.1
"1393",1383782160,69.1
"1391",1383785760,66
"1389",1383789360,66.9
"1387",1383792960,66
"1385",1383796560,64.9
"1383",1383800160,64.9
"1381",1383803760,62.1
"1401",1383807360,62.1
"1399",1383810960,60.1
"1373",1383814560,59
"1379",1383818160,59
"1371",1383821760,57.9
"1369",1383825360,57
"1367",1383828960,57
"1365",1383832560,57
"1363",1383836160,57
"1361",1383839760,55.9
"1359",1383843360,60.1
"1357",1383846960,62.1
"1377",1383850560,62.1
"1375",1383854160,64
"1372",1383857760,66
"1380",1383859980,69.8
"1378",1383861360,66.9
"1370",1383864960,66
"1368",1383868560,64
"1366",1383872160,62.1
"1364",1383875760,61
"1362",1383879360,59
"1360",1383882960,57.9
"1358",1383886560,57.9
"1356",1383890160,57
"1376",1383893760,57
"1374",1383897360,55.9
"1349",1383900960,55
"1355",1383904560,54
"1347",1383908160,52
"1345",1383911760,52
"1343",1383915360,52
"1341",1383918960,52
"1339",1383919380,51.8
"1338",1383921360,51.8
"1337",1383922560,52
"1335",1383923460,51.8
"1334",1383924300,51.8
"1333",1383925020,51.8
"1332",1383926160,52
"1330",1383929220,53.6
"1329",1383929760,54
"1327",1383930780,53.6
"1326",1383931260,53.6
"1325",1383933360,55.9
"1353",1383936960,59
"1351",1383940560,60.1
"1348",1383944160,62.1
"1354",1383947760,66
"1346",1383951360,66
"1344",1383954960,64
"1342",1383958560,62.1
"1340",1383962160,57.9
"1336",1383965760,55.9
"1331",1383969360,55.9
"1328",1383972960,55
"1324",1383976560,54
"1352",1383980160,54
"1350",1383983760,53.1
"1317",1383987360,51.1
"1323",1383990960,48
"1315",1383994560,48.9
"1313",1383998160,48.9
"1311",1384001760,50
"1309",1384005360,48.9
"1307",1384008960,50
"1305",1384012560,53.1
"1303",1384016160,57
"1301",1384019760,59
"1321",1384023360,60.1
"1319",1384026960,63
"1316",1384030560,64.9
"1322",1384034160,64.9
"1314",1384037760,64.9
"1312",1384041360,64.9
"1310",1384044960,64
"1308",1384048560,62.1
"1306",1384052160,60.1
"1304",1384055760,57
"1302",1384059360,55
"1300",1384062960,55
"1320",1384066560,57.9
"1318",1384070160,54
"1292",1384073760,52
"1299",1384077360,53.1
"1290",1384080960,52
"1288",1384084560,52
"1286",1384087320,53.6
"1285",1384088160,53.1
"1283",1384091760,53.1
"1281",1384094580,53.6
"1280",1384095360,52
"1278",1384095720,51.8
"1277",1384098960,54
"1275",1384102560,55.9
"1273",1384106160,57.9
"1297",1384109760,59
"1294",1384113360,59
"1291",1384116960,60.1
